Sample_number,Species,Sex,Age,Date_of_sample_collection,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (PCB #180)","2,2',3,4,4',5'-Hexachlorobiphenyl (PCB #138)","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB #153)","2,2',4,5,5'-Pentachlorobiphenyl (PCB #101)",Acenaphthene,Avobenzone,BHC-beta,Caffeine,"DDE-p,p'",DEHA (Di(2-ethylhexyl) adipate),DINCH (Diisononyl hexahydrophthalate),DPHP (Bis(2-propylheptyl) phthalate),EHS (2-Ethylhexyl salicylate),Epoxiconazole,Fluopyram,Fluorene,Galaxolide,OC (Octocrylene),Oxybenzone,Phenanthrene,Tetraconazole,Triphenyl phosphate,UV 328,Uvinul A Plus,Park,(-)-Cotinine,17α-Ethinylestradiol,Cypermethrin,Diphenylamine,Estrone,Fipronil,Fludioxonil,TDCPP,Tebuconazole,Tonalid,Picolinafen,Triclosan,"1,3-Dinitrobenzene","2,2',4,4'-tetrabromodiphenyl ether (BDE-47)","2,2',5,5'-Tetrachlorobiphenyl (PCB #52)",Boscalid,"2,4,4'-Trichlorobiphenyl (PCB #28)",Dieldrin,Atrazine,Propiconazole,Terbuthylazine,Terbuthylazine-desethyl,oxy-Chlordane,Clopidogrel,Diazepam,Fenpropidin,Heptachlor,Myclobutanil,trans-Chlordane,"2,2',4,4',5-pentabromodiphenyl ether (BDE-99)",Azoxystrobin,Codeine,Fipronil sulfone,Lenacil,Benzophenone-1,Difenoconazole,Dimethomorph,Season
Z45,C. elaphus,Female,Fawn,2023-10-26,3.3235874935639198,12.24310347604828,11.26962669439356,<1,<4,11.10400652156482,NA,6.3686062495905196,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
Z46,C. elaphus,Male,Fawn,2023-10-26,<1,1.33627567835038,2.6340790983003202,NA,<4,NA,NA,<2,NA,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,11.28052236048018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
Z47,C. elaphus,Female,Fawn,2023-10-26,<1,1.74339526671069,3.9151754131544201,<1,<4,NA,NA,2.2608527538124998,<1,<20,NA,<10,8.4540063959632405,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
Z48,C. elaphus,Female,Adult,2023-10-26,NA,<1,<2,NA,<4,15.77147020317836,NA,<2,<1,<20,<4,25.3820304753764,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
Z49,C. elaphus,Female,Fawn,2023-10-26,<1,2.0250610339069399,2.5624310152830398,<1,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
Z50,C. elaphus,Male,Subadult,2023-11-23,<1,1.524060457133996,2.6896811305485802,<1,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F01,C. elaphus,Female,Adult,2023-12-28,<1,<1,<2,NA,<4,<10,NA,7.2249999999999996,1.0868,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,3.9918,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F02,C. elaphus,Male,Fawn,2023-12-28,NA,<1,<2,NA,<4,NA,NA,5.6382000000000003,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F03,D. dama,Female,Adult,2023-12-08,NA,NA,NA,NA,<4,<10,NA,7.4398,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F04,C. elaphus,Female,Fawn,2023-12-07,NA,<1,<2,NA,<4,NA,NA,2.2496,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,2.0198,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F05,C. elaphus,Male,Fawn,2023-12-28,NA,<1,<2,NA,<4,NA,NA,2.5766,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F06,C. elaphus,Female,Adult,2023-12-28,<1,NA,<2,NA,<4,<10,NA,5.3666,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F07,C. elaphus,Male,Fawn,2024-01-11,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,33.471400000000003,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F08,C. elaphus,Male,Fawn,2023-12-08,<1,<1,<2,NA,<4,<10,NA,2.0939999999999999,1.4823999999999999,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F09,C. elaphus,Male,Fawn,2023-11-24,<1,<1,<2,<1,<4,NA,NA,<2,1.1684000000000001,33.76,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F10,D. dama,Male,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,3.2835999999999999,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F11,D. dama,Female,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,<2,<1,376.58460000000002,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F12,C. elaphus,Female,Subadult,2024-01-11,NA,<1,<2,NA,<4,NA,NA,2.6836000000000002,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F13,D. dama,Female,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,4.9279999999999999,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,10.0244,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F14,C. elaphus,Female,Adult,2023-12-08,<1,<1,<2,NA,<4,NA,NA,4.2683999999999997,<1,82.512799999999999,<4,<10,8.2403999999999993,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F15,C. elaphus,Female,Fawn,2023-11-30,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F16,C. elaphus,Male,Fawn,2023-11-30,<1,1.0536000000000001,<2,NA,<4,NA,NA,2.0808,1.7263999999999999,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,12.9132,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F17,D. dama,Male,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F18,C. elaphus,Female,Fawn,2023-12-01,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F19a,C. elaphus,Male,Subadult,2024-01-11,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F20a,C. elaphus,Female,Fawn,2023-12-28,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F21,D. dama,Male,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,10.201599999999999,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F22,D. dama,Female,Adult,2023-12-08,<1,<1,<2,NA,<4,NA,NA,4.1761999999999997,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F23,C. elaphus,Female,Subadult,2024-01-11,NA,<1,<2,NA,<4,NA,NA,5.7504,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F24,D. dama,Female,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,3.1223999999999998,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F25,C. elaphus,Female,Adult,2024-01-11,NA,NA,<2,NA,<4,NA,NA,2.9742000000000002,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,11.651999999999999,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F26,D. dama,Female,Fawn,2023-12-08,NA,<1,<2,NA,<4,NA,NA,2.2029999999999998,<1,<20,<4,72.046000000000006,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F27,C. elaphus,Female,Adult,2023-12-08,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F28,C. elaphus,Male,Fawn,2023-12-07,<1,<1,<2,NA,<4,NA,NA,5.5396000000000001,1.0402,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F29,C. elaphus,Female,Subadult,2023-11-24,NA,<1,<2,NA,<4,NA,NA,2.1574,1.8926000000000001,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,12.6144,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F30,C. elaphus,Female,Fawn,2023-11-24,NA,<1,<2,NA,<4,NA,NA,13.211,1.222,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F31,C. elaphus,Female,Fawn,2023-12-07,NA,<1,<2,NA,<4,NA,1.5085999999999999,6.3369999999999997,1.6616,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F32,D. dama,Male,Fawn,2023-12-08,NA,<1,NA,NA,<4,46.260199999999998,NA,6.0633999999999997,<1,<20,5.0640000000000001,<10,14.0684,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F33,D. dama,Female,Subadult,2023-12-08,NA,NA,NA,NA,<4,NA,NA,<2,<1,61.677799999999998,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F34,C. elaphus,Female,Adult,2023-12-08,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F35,C. elaphus,Female,Adult,2023-12-28,NA,<1,<2,NA,<4,NA,NA,5.5937999999999999,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F36,C. elaphus,Female,Subadult,2023-12-28,NA,<1,<2,NA,<4,NA,NA,4.1966000000000001,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F37,C. elaphus,Male,Fawn,2023-11-24,<1,<1,<2,NA,<4,17.486000000000001,NA,<2,1.07,65.244399999999999,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F38,C. elaphus,Female,Adult,2023-11-24,<1,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F39,D. dama,Male,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,4.9619999999999997,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F40,C. elaphus,Female,Fawn,2023-12-07,<1,<1,<2,NA,<4,NA,NA,<2,1.8315999999999999,<20,4.8944000000000001,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F41,C. elaphus,Female,Fawn,2023-11-24,NA,<1,<2,NA,<4,NA,NA,4.383,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F42,C. elaphus,Male,Fawn,2023-12-07,NA,<1,<2,<1,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F43,C. elaphus,Female,Fawn,2023-12-01,<1,1.1628000000000001,<2,<1,<4,NA,NA,2.9356,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,11.1088,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F44,C. elaphus,Female,Fawn,2023-11-24,NA,<1,<2,NA,<4,NA,NA,2.0082,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F45,D. dama,Female,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,2.6802000000000001,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F46,D. dama,Male,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,3.5244,<1,27.895600000000002,<4,<10,4.1055999999999999,NA,NA,<4,<2,<10,<1,10.24,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F47,D. dama,Female,Fawn,2023-12-08,NA,NA,NA,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F48,D. dama,Female,Adult,2023-12-08,NA,NA,NA,NA,<4,12.2194,NA,5.4518000000000004,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F49,D. dama,Female,Adult,2023-12-08,NA,<1,<2,NA,<4,NA,NA,8.5888000000000009,<1,39.3688,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
F50,C. elaphus,Female,Adult,2023-11-24,<1,1.1068,<2,<1,<4,NA,NA,<2,1.2669999999999999,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Vorpomm,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2023/24
A100,C. elaphus,Male,Adult,2024-12-09,NA,<1,<2,NA,<4,NA,NA,7.3553390196970501,<1,<20,15.5496688516627,<10,<4,<1,NA,<4,<2,<10,<1,<10,NA,NA,NA,<10,Bay_Wald,9.0929270807652696,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2024/25
